"COU","Country","VAR","Variable","CO2","Country of origin","YEA","Year","Value","Flag Codes","Flags"
"CHL","Chile","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2015","2015",179,,
"CHL","Chile","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2016","2016",184,,
"CHL","Chile","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2017","2017",199,,
"CHL","Chile","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2018","2018",196,,
"CHL","Chile","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2019","2019",191,,
"CHL","Chile","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2020","2020",212,,
"CHL","Chile","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2021","2021",230,,
"CHL","Chile","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2022","2022",237,,
"CHL","Chile","UUUN","Unknown place of training (nurses)","TOT","Total","2014","2014",102,,
"CHL","Chile","UUUN","Unknown place of training (nurses)","TOT","Total","2015","2015",86,,
"CHL","Chile","UUUN","Unknown place of training (nurses)","TOT","Total","2016","2016",95,,
"CHL","Chile","UUUN","Unknown place of training (nurses)","TOT","Total","2017","2017",108,,
"CHL","Chile","UUUN","Unknown place of training (nurses)","TOT","Total","2018","2018",0,,
"CHL","Chile","UUUN","Unknown place of training (nurses)","TOT","Total","2019","2019",0,,
"CHL","Chile","UUUN","Unknown place of training (nurses)","TOT","Total","2020","2020",0,,
"CHL","Chile","UUUN","Unknown place of training (nurses)","TOT","Total","2021","2021",0,,
"CHL","Chile","UUUN","Unknown place of training (nurses)","TOT","Total","2022","2022",0,,
"CHL","Chile","SFTN","% of foreign-trained nurses","TOT","Total","2014","2014",2.02,,
"CHL","Chile","SFTN","% of foreign-trained nurses","TOT","Total","2015","2015",2.21,,
"CHL","Chile","SFTN","% of foreign-trained nurses","TOT","Total","2016","2016",2.13,,
"CHL","Chile","SFTN","% of foreign-trained nurses","TOT","Total","2017","2017",2.09,,
"CHL","Chile","SFTN","% of foreign-trained nurses","TOT","Total","2018","2018",2.04,,
"CHL","Chile","SFTN","% of foreign-trained nurses","TOT","Total","2019","2019",2.19,,
"CHL","Chile","SFTN","% of foreign-trained nurses","TOT","Total","2020","2020",1.97,,
"CHL","Chile","SFTN","% of foreign-trained nurses","TOT","Total","2021","2021",1.85,,
"CHL","Chile","SFTN","% of foreign-trained nurses","TOT","Total","2022","2022",1.82,,
"EST","Estonia","TNBD","Total number of doctors","TOT","Total","2010","2010",5764,,
"EST","Estonia","TNBD","Total number of doctors","TOT","Total","2011","2011",5884,,
"EST","Estonia","TNBD","Total number of doctors","TOT","Total","2012","2012",6018,,
"EST","Estonia","TNBD","Total number of doctors","TOT","Total","2013","2013",6159,,
"EST","Estonia","TNBD","Total number of doctors","TOT","Total","2014","2014",6293,,
"EST","Estonia","TNBD","Total number of doctors","TOT","Total","2015","2015",6420,,
"EST","Estonia","TNBD","Total number of doctors","TOT","Total","2016","2016",6535,,
"EST","Estonia","TNBD","Total number of doctors","TOT","Total","2017","2017",6664,,
"EST","Estonia","TNBD","Total number of doctors","TOT","Total","2018","2018",6786,,
"EST","Estonia","TNBD","Total number of doctors","TOT","Total","2019","2019",6882,,
"EST","Estonia","TNBD","Total number of doctors","TOT","Total","2020","2020",6972,,
"EST","Estonia","TNBD","Total number of doctors","TOT","Total","2021","2021",7065,,
"EST","Estonia","TNBD","Total number of doctors","TOT","Total","2022","2022",7161,,
"EST","Estonia","DTRD","Domestically-trained doctors","TOT","Total","2010","2010",5682,,
"EST","Estonia","DTRD","Domestically-trained doctors","TOT","Total","2011","2011",5782,,
"EST","Estonia","DTRD","Domestically-trained doctors","TOT","Total","2012","2012",5897,,
"EST","Estonia","DTRD","Domestically-trained doctors","TOT","Total","2013","2013",6014,,
"EST","Estonia","DTRD","Domestically-trained doctors","TOT","Total","2014","2014",6127,,
"EST","Estonia","DTRD","Domestically-trained doctors","TOT","Total","2015","2015",6225,,
"EST","Estonia","DTRD","Domestically-trained doctors","TOT","Total","2016","2016",6319,,
"EST","Estonia","DTRD","Domestically-trained doctors","TOT","Total","2017","2017",6426,,
"EST","Estonia","DTRD","Domestically-trained doctors","TOT","Total","2018","2018",6524,,
"EST","Estonia","DTRD","Domestically-trained doctors","TOT","Total","2019","2019",6611,,
"EST","Estonia","DTRD","Domestically-trained doctors","TOT","Total","2020","2020",6689,,
"EST","Estonia","DTRD","Domestically-trained doctors","TOT","Total","2021","2021",6771,,
"EST","Estonia","DTRD","Domestically-trained doctors","TOT","Total","2022","2022",6852,,
"EST","Estonia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2010","2010",82,,
"EST","Estonia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2011","2011",102,,
"EST","Estonia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2012","2012",121,,
"EST","Estonia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2013","2013",145,,
"EST","Estonia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2014","2014",166,,
"EST","Estonia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2015","2015",195,,
"EST","Estonia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2016","2016",216,,
"EST","Estonia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2017","2017",238,,
"EST","Estonia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2018","2018",262,,
"EST","Estonia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2019","2019",271,,
"EST","Estonia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2020","2020",283,,
"EST","Estonia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2021","2021",294,,
"EST","Estonia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2022","2022",309,,
"EST","Estonia","SFTD","% of foreign-trained doctors","TOT","Total","2010","2010",1.42,,
"EST","Estonia","SFTD","% of foreign-trained doctors","TOT","Total","2011","2011",1.73,,
"EST","Estonia","SFTD","% of foreign-trained doctors","TOT","Total","2012","2012",2.01,,
"EST","Estonia","SFTD","% of foreign-trained doctors","TOT","Total","2013","2013",2.35,,
"EST","Estonia","SFTD","% of foreign-trained doctors","TOT","Total","2014","2014",2.64,,
"EST","Estonia","SFTD","% of foreign-trained doctors","TOT","Total","2015","2015",3.04,,
"EST","Estonia","SFTD","% of foreign-trained doctors","TOT","Total","2016","2016",3.31,,
"EST","Estonia","SFTD","% of foreign-trained doctors","TOT","Total","2017","2017",3.57,,
"EST","Estonia","SFTD","% of foreign-trained doctors","TOT","Total","2018","2018",3.86,,
"EST","Estonia","SFTD","% of foreign-trained doctors","TOT","Total","2019","2019",3.94,,
"EST","Estonia","SFTD","% of foreign-trained doctors","TOT","Total","2020","2020",4.06,,
"EST","Estonia","SFTD","% of foreign-trained doctors","TOT","Total","2021","2021",4.16,,
"EST","Estonia","SFTD","% of foreign-trained doctors","TOT","Total","2022","2022",4.32,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2010","2010",11,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2011","2011",20,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2012","2012",19,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2013","2013",24,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2014","2014",21,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2015","2015",29,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2016","2016",21,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2017","2017",22,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2018","2018",24,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2019","2019",9,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2020","2020",12,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2021","2021",11,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2022","2022",15,,
"EST","Estonia","TNBN","Total number of nurses","TOT","Total","2010","2010",11268,,
"EST","Estonia","TNBN","Total number of nurses","TOT","Total","2011","2011",11543,,
"EST","Estonia","TNBN","Total number of nurses","TOT","Total","2012","2012",11856,,
"EST","Estonia","TNBN","Total number of nurses","TOT","Total","2013","2013",12208,,
"EST","Estonia","TNBN","Total number of nurses","TOT","Total","2014","2014",12521,,
"EST","Estonia","TNBN","Total number of nurses","TOT","Total","2015","2015",12846,,
"EST","Estonia","TNBN","Total number of nurses","TOT","Total","2016","2016",13171,,
"EST","Estonia","TNBN","Total number of nurses","TOT","Total","2017","2017",13506,,
"EST","Estonia","TNBN","Total number of nurses","TOT","Total","2018","2018",13790,,
"EST","Estonia","TNBN","Total number of nurses","TOT","Total","2019","2019",14083,,
"EST","Estonia","TNBN","Total number of nurses","TOT","Total","2020","2020",14436,,
"EST","Estonia","TNBN","Total number of nurses","TOT","Total","2021","2021",14782,,
"EST","Estonia","TNBN","Total number of nurses","TOT","Total","2022","2022",15101,,
"EST","Estonia","DTRN","Domestically-trained nurses","TOT","Total","2010","2010",11265,,
"EST","Estonia","DTRN","Domestically-trained nurses","TOT","Total","2011","2011",11539,,
"EST","Estonia","DTRN","Domestically-trained nurses","TOT","Total","2012","2012",11852,,
"EST","Estonia","DTRN","Domestically-trained nurses","TOT","Total","2013","2013",12204,,
"EST","Estonia","DTRN","Domestically-trained nurses","TOT","Total","2014","2014",12517,,
"EST","Estonia","DTRN","Domestically-trained nurses","TOT","Total","2015","2015",12838,,
"EST","Estonia","DTRN","Domestically-trained nurses","TOT","Total","2016","2016",13161,,
"EST","Estonia","DTRN","Domestically-trained nurses","TOT","Total","2017","2017",13490,,
"EST","Estonia","DTRN","Domestically-trained nurses","TOT","Total","2018","2018",13770,,
"EST","Estonia","DTRN","Domestically-trained nurses","TOT","Total","2019","2019",14060,,
"EST","Estonia","DTRN","Domestically-trained nurses","TOT","Total","2020","2020",14410,,
"EST","Estonia","DTRN","Domestically-trained nurses","TOT","Total","2021","2021",14753,,
"EST","Estonia","DTRN","Domestically-trained nurses","TOT","Total","2022","2022",15069,,
"EST","Estonia","FTNS","Foreign-trained nurses - Stock","TOT","Total","2010","2010",3,,
"EST","Estonia","FTNS","Foreign-trained nurses - Stock","TOT","Total","2011","2011",4,,
"EST","Estonia","FTNS","Foreign-trained nurses - Stock","TOT","Total","2012","2012",4,,
"EST","Estonia","FTNS","Foreign-trained nurses - Stock","TOT","Total","2013","2013",4,,
"EST","Estonia","FTNS","Foreign-trained nurses - Stock","TOT","Total","2014","2014",4,,
"EST","Estonia","FTNS","Foreign-trained nurses - Stock","TOT","Total","2015","2015",8,,
"EST","Estonia","FTNS","Foreign-trained nurses - Stock","TOT","Total","2016","2016",10,,
"EST","Estonia","FTNS","Foreign-trained nurses - Stock","TOT","Total","2017","2017",16,,
"EST","Estonia","FTNS","Foreign-trained nurses - Stock","TOT","Total","2018","2018",20,,
"EST","Estonia","FTNS","Foreign-trained nurses - Stock","TOT","Total","2019","2019",23,,
"EST","Estonia","FTNS","Foreign-trained nurses - Stock","TOT","Total","2020","2020",26,,
"EST","Estonia","FTNS","Foreign-trained nurses - Stock","TOT","Total","2021","2021",29,,
"EST","Estonia","FTNS","Foreign-trained nurses - Stock","TOT","Total","2022","2022",32,,
"EST","Estonia","SFTN","% of foreign-trained nurses","TOT","Total","2010","2010",0.03,,
"EST","Estonia","SFTN","% of foreign-trained nurses","TOT","Total","2011","2011",0.03,,
"EST","Estonia","SFTN","% of foreign-trained nurses","TOT","Total","2012","2012",0.03,,
"EST","Estonia","SFTN","% of foreign-trained nurses","TOT","Total","2013","2013",0.03,,
"EST","Estonia","SFTN","% of foreign-trained nurses","TOT","Total","2014","2014",0.03,,
"EST","Estonia","SFTN","% of foreign-trained nurses","TOT","Total","2015","2015",0.06,,
"EST","Estonia","SFTN","% of foreign-trained nurses","TOT","Total","2016","2016",0.08,,
"EST","Estonia","SFTN","% of foreign-trained nurses","TOT","Total","2017","2017",0.12,,
"EST","Estonia","SFTN","% of foreign-trained nurses","TOT","Total","2018","2018",0.15,,
"EST","Estonia","SFTN","% of foreign-trained nurses","TOT","Total","2019","2019",0.16,,
"EST","Estonia","SFTN","% of foreign-trained nurses","TOT","Total","2020","2020",0.18,,
"EST","Estonia","SFTN","% of foreign-trained nurses","TOT","Total","2021","2021",0.2,,
"EST","Estonia","SFTN","% of foreign-trained nurses","TOT","Total","2022","2022",0.21,,
"EST","Estonia","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2010","2010",2,,
"EST","Estonia","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2011","2011",1,,
"EST","Estonia","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2012","2012",0,,
"EST","Estonia","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2013","2013",0,,
"EST","Estonia","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2014","2014",0,,
"EST","Estonia","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2015","2015",4,,
"EST","Estonia","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2016","2016",2,,
"EST","Estonia","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2017","2017",6,,
"EST","Estonia","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2018","2018",4,,
"EST","Estonia","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2019","2019",3,,
"EST","Estonia","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2020","2020",3,,
"EST","Estonia","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2021","2021",3,,
"EST","Estonia","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2022","2022",3,,
"ISR","Israel","TNBD","Total number of doctors","TOT","Total","2010","2010",25791,,
"ISR","Israel","TNBD","Total number of doctors","TOT","Total","2011","2011",26297,,
"ISR","Israel","TNBD","Total number of doctors","TOT","Total","2012","2012",26650,,
"ISR","Israel","TNBD","Total number of doctors","TOT","Total","2013","2013",26908,,
"ISR","Israel","TNBD","Total number of doctors","TOT","Total","2014","2014",27185,,
"ISR","Israel","TNBD","Total number of doctors","TOT","Total","2015","2015",27632,,
"ISR","Israel","TNBD","Total number of doctors","TOT","Total","2016","2016",28093,,
"ISR","Israel","TNBD","Total number of doctors","TOT","Total","2017","2017",28683,,
"ISR","Israel","TNBD","Total number of doctors","TOT","Total","2018","2018",29592,,
"ISR","Israel","TNBD","Total number of doctors","TOT","Total","2019","2019",30484,,
"ISR","Israel","TNBD","Total number of doctors","TOT","Total","2020","2020",31389,,
"ISR","Israel","TNBD","Total number of doctors","TOT","Total","2021","2021",32522,,
"ISR","Israel","TNBD","Total number of doctors","TOT","Total","2022","2022",33553,,
"ISR","Israel","DTRD","Domestically-trained doctors","TOT","Total","2010","2010",10306,,
"ISR","Israel","DTRD","Domestically-trained doctors","TOT","Total","2011","2011",10541,,
"ISR","Israel","DTRD","Domestically-trained doctors","TOT","Total","2012","2012",10781,,
"ISR","Israel","DTRD","Domestically-trained doctors","TOT","Total","2013","2013",10984,,
"ISR","Israel","DTRD","Domestically-trained doctors","TOT","Total","2014","2014",11248,,
"ISR","Israel","DTRD","Domestically-trained doctors","TOT","Total","2015","2015",11459,,
"ISR","Israel","DTRD","Domestically-trained doctors","TOT","Total","2016","2016",11753,,
"ISR","Israel","DTRD","Domestically-trained doctors","TOT","Total","2017","2017",12080,,
